section_info,question_text,answer_text,views_info,date,link1
Dolzarb savollar,"Assalomu alaykum! G'usl yoki tahorat qilib bo'lgandan keyin tishga ovqat bo'lagi kirib qolganligini bilib qolsam, g'usl yoki tahoratni qaytadan qilishim kerakmi? Javobingiz uchun rahmat!",Va alaykum assalom!http://savollar.islom.uz/smf/index.php?topic=20749.0,2022,13.03.2017,http://savollar.islom.uz/smf/index.php?topic=20749.0
Oila va turmush,"Assalomu alaykum! Alloh rozi bo'lsin sizlardan. To'yiga 6 yil bo'lgan, 2ta bolasi bor bir tanishmining turmush o'rtog'i kam-ko'stini qilmaydi. Doim “onang qisinla” degani degan. Haligacha ota-onasi qilib keladi. Erining o'zi yaxshi topadi. Bu ishi gunohmasmi?",Va alaykum assalom!http://savollar.islom.uz/smf/index.php?topic=20106.0;wap,2213,13.03.2017,http://savollar.islom.uz/smf/index.php?topic=20106.0;wap
Moliya va tijorat,"Assalomu alaykum! Hurmatli ustozlar, g'isht zavodda ishlaydigan aka-ukalar qish kunlarida(ishsizlik) mingta g'isht uchun 200.000 so'mdan pul berishimni, ishlari boshlangandan keyin kuz oylarida oylik haqidan berishini aytib, 18 minta g'ishga pul olgandi. Hozir g'isht narxi oshyapti. Savolim цement, taxta va boshqa xom ashyolar uchun oldindan pul o'tkazsam bo'ladimi? Sizlardan Alloh rozi bo'lsin.",Va alaykum assalom!Quyidagi linkda berilgan malumotlarni o'qishni tavsiya qilamiz.http://fiqh.uz/index.php/ibodat/moliya/savdo/610-salam-yoki-salaf-savdosining-tarifihttp://fiqh.uz/index.php/ibodat/moliya/savdo/614-salam-savdosi-davomi,2205,10.03.2017,http://fiqh.uz/index.php/ibodat/moliya/savdo/610-salam-yoki-salaf-savdosining-tarifihttp://fiqh.uz/index.php/ibodat/moliya/savdo/614-salam-savdosi-davomi
Dolzarb savollar,"Assalomu alaykum! Biz mahallamiz bilan har yili bahor oyi kirib kelgandan hadisa taomi tayyorlab, o'rtada eyiladi. Buning uchun har bir odamdan pul yig'ishtiriladi, bunda albatta sharoiti bo'lmay qolganlar ham bor. Osha sharoiti bo'lmaganlar ham bazilari chiqadi. Axir bu taom bir yilda bir marta qilinadi, lekin mahalla oqsaqoli ularni “pul bermay bu erga betlaringni bez qilib kelib o'tiribsanlar” deb haqoratli gaplar bilan haqoratlaydi. Shu ishi to'g'rimi? Axir pulni sharoiti yo'q uchun berolmagandir.","Va alaykum assalom!Odatda bu kabi ijtimoiy yig'inlar ko'ngilli ravishda, o'z ixtiyori bilan beriladigan ehson va xayriyalardan qilinadi. Shunda u taomdan hamma bemalol eyishi mumkin bo'ladi. Agar mablag' beruvchilar o'zlaridan boshqani emasligini shartlashishsa, boshqalar undan istemol qilishi joiz bo'lmaydi. Vallohu alam!http://savollar.islom.uz/savol/38608",1936,10.03.2017,http://savollar.islom.uz/savol/38608
Dolzarb savollar,Assalomu alaykum! Hurmatli ustozlar uzr savolim g'alati bo'lsa. Yurtimizni bazi bir viloyatlarida mayytni go'r kovlamay er ustiga qo'yishadi. Shariatimizda shu ish joizmi?,Va alaykum assalom!http://fiqh.uz/index.php/fiqh-uz/dolzarb-mavzu/658-dafn,2208,10.03.2017,http://fiqh.uz/index.php/fiqh-uz/dolzarb-mavzu/658-dafn
Dolzarb savollar,Assalomu alaykum!Uy hayvonlariga yaxshi qaramaslik sababidan ular ozir esa egasi uchun qanday zararlar bo'ladi? Kishi hayotida bu narsa turli noxushliklarga sabab bo'lishi mumkinmi?Rahmat!,Va alaykum assalom!http://old.islom.uz/content/view/3688/113/,2190,10.03.2017,http://old.islom.uz/content/view/3688/113/
Halol va harom,"Assalomu alaykum! Hurmatli ustozlar xo'roz va boshqa hayvonlarni urishtirish joizmi? Bir akamiz xo'rozni urishtiradigan odamlar uchun boqib berib, ularga sotadilar. Buni hukmi qanday bo'ladi? Javobingiz uchun rahmat, Alloh ilmingizni ziyoda kilsin!",Va alaykum assalom!Gunohga yordam bergan bo'ladi. Quyidagi linkda kelgan malumotni o'qib bering. Vallohu alam!http://fiqh.uz/index.php/ibodat/halol-harom/gunohlar/636-guno-ga-jordam-berish,2932,12.03.2017,http://fiqh.uz/index.php/ibodat/halol-harom/gunohlar/636-guno-ga-jordam-berish
Ruhiy tarbiya,Assalomu alaykum! hurmatli ustozlar men bazan hayolimga juda yomon sozlar keladi bazan uzim ham uylavoraman odam hayolida nima uylasa ham gunohkor bulmaydimi(ataylab uylasa) chi? Alloh rozi busin,Va alaykum assalom!http://savollar.islom.uz/smf/index.php?topic=10921.0,2356,12.03.2017,http://savollar.islom.uz/smf/index.php?topic=10921.0
Turli savollar,Assalomu alaykum! Aziz ustozlar. Islom dinidagi barcha bayramlar xakida kiskacha tafsilot bersangiz oldindan raxmad,Va alaykum assalom!http://old.islom.uz/content/view/3052/111/,2798,10.03.2017,http://old.islom.uz/content/view/3052/111/
Halol va harom,Assalomu alaykum! Ustoz men judayam kulimga lak surtishni ektiraman lekin tirnoklarga taxorat utmaydi deganiga kuymiman.Dinimizda ruxsat bormi lak kuyishga?,Va alaykum assalom!http://savollar.islom.uz/smf/index.php?topic=22178.0,3829,12.03.2017,http://savollar.islom.uz/smf/index.php?topic=22178.0
Dolzarb savollar,"Assalomu alaykum! Rossiyada taksistlik qilaman. Har xil odamlar chiqadi, ichib olganlari ham. Shularni tashisam bo'ladimi? Javob uchun oldindan rahmat.",Va alaykum assalom!http://savollar.islom.uz/savol/41360http://savollar.islom.uz/savol/98846,2622,24.03.2017,http://savollar.islom.uz/savol/41360http://savollar.islom.uz/savol/98846
Oila va turmush,Assalomu alaykum! Ota rozi bo'ladigan farzand qanday bo'lishi kerak?,"Va alaykum assalom!1). Rasululloh sollallohu alayhi vasallam : ota jannatga kirishdagi eng yaxshi darvozadir. (xohlasang) Osha narsani zoil qil, xohlasang uni saqlab qol. Abu Hurayra roziyallohu anhudan rivoyat qilinadi : otaga itoat qilish Alloh taologa itoat qilishdir. Otaga osiy bo'lish Alloh taologa osiy bo'lishdir. Abdulloh ibn Masud roziyallohu anhu aytadilar : “Men Nabiy sollallohu alayhi vasallamdan amallarning eng Allohga mahbubi qaysi – deb so'radim. U zot “Oz vaqtida o'qilgan namoz” dedilar. “So'ng qaysi” dedim. “ota-onaga yaxshilik qilish” dedilar”. Abdulloh ibn Amr roziyallohu anhudan qilingan rivoyatda Rasululloh sollallohu alayhi vasallam “Robbning roziligi otaning roziligidadir, Robbning noroziligi otaning noroziligidadir”. Abu Hurayra roziyallohu anhudan rivoyat qilingan hadisda Rasululloh sollallohu alayhi vasallam “Uchta duo shak-shubhasiz ijobaddir. Mazlumning, musofirning va otaning farzandiga qilgan duosi” dedilar. Anas ibn Molik roziyallohu anhudan rivoyat qilingan hadisda Rasululloh sollallohu alayhi vasallam “Kimni umri uzoq bo'lishi va rizqi ziyoda bo'lishi xursand qilsa, ota-onasiga yaxshilik va silai rahm qilsin” deganlar. Ota-onaga yaxshilik qilish gunohlarga kafforatdir. Ibn Umar roziyallohu anhudan qilingan rivoyatda Rasululloh sollallohu alayhi vasallamning huzurlariga bir kishi kelib, “Ey Allohning rasuli men ulkan gunoh qilib qo'ydim, tavba qilsam mening tavbam qabul bo'ladimi” dedi. Shunda u zot sollallohu alayhi vasallam “Onang bormi” dedilar. U “yo'q” dedi. “Xolang bormi” dedilar. U “Ha” dedi. “Xolanga yaxshilik qil(shunda seni gunohing kechiriladi)” dedilar. Ota-onaga itoatda bo'lish muammolarning echimiga sabab va najot topishga vositadir. Vallohu alam!http://quran.uz/home/qurani-suhbatlar/554-maqola.html",3460,19.03.2017,http://quran.uz/home/qurani-suhbatlar/554-maqola.html
Oila va turmush,"Assalomu alaykum! Aziz va hurmatli ustozlar, juda xam minnatdorman ishlarizdan, Alloh ishlarizga rivoj bersin. Payg'ambarlarning ismini bolaga qo'yilishi bolaga og'irlik kiladimi? Oldindan rahmat javob uchun.",Va alaykum assalom!http://savollar.islom.uz/smf/index.php?topic=20846.0http://savollar.islom.uz/smf/index.php?topic=16816.0http://savollar.islom.uz/savol/35903,2942,21.03.2017,http://savollar.islom.uz/smf/index.php?topic=20846.0http://savollar.islom.uz/smf/index.php?topic=16816.0http://savollar.islom.uz/savol/35903
Halol va harom,"Assalomu alaykum! Bir gunoh ishni qilib, chin dildan tavba qilsa va bu ishni boshqa qaytarmasa, o'sha gunohni qilmaganman deyish kerak – deb eshitdim. Bu gap qanchalik rost?","Va alaykum assalom!Qilmaganman deyish afzal. Chunki tavba qilgan bo'lsa, Alloh taolo uni kechirib yuborgan bo'lishi mumkin. Lekin bu birovning haqqini eb qo'yishga tegishli emas. Haqqini egan bo'lsa, tonmasdan o'z egasiga qaytarsin. Vallohu alam!http://savollar.islom.uz/savol/103634",2602,21.03.2017,http://savollar.islom.uz/savol/103634
Ibodatlar,Assalomu alaykum! Qilgan gunohini og'irligini bilib turib qilgan va yuzlab marta tavbasini buzgan banda yana chin dildan tavba qilsa tavbasi qabul bo'ladimi? Allohga umid qilamiz. Javobingiz uchun rahmat. Allox rozi bo'lsin.,Va alaykum assalom!http://savollar.islom.uz/savol/39309,2229,28.03.2017,http://savollar.islom.uz/savol/39309
Dolzarb savollar,"Assalomu alaykum! Odamlar yangi o'lgan mayit qabri ustiga toshga tahlil o'qib qo'yib kelishadi, bazilar tiriklik paytida toshlarga tahlil o'qib qo'yishar, vafot etganda o'zi bilan ko'mishar ekan. Shu joizmi? Javob uchun oldindan rahmat.",Va alaykum assalom! U ishni odamlar o'zlari “tahlil”ning savobida umidvor bo'lib qilishadi. Alohida shariat ko'rsatmasi yo'q. Vallohu alam!http://savollar.islom.uz/smf/arxiv/23345.0http://savollar.islom.uz/savol/34198,3467,31.03.2017,http://savollar.islom.uz/smf/arxiv/23345.0http://savollar.islom.uz/savol/34198
Moliya va tijorat,"Assalomu alaykum! Aziz ustozlar, do'stimdan dollar qarz olib shakar olib qo'ymoqchiman qimmat bo'lsa sotmoqchiman. Shu qiladigan foyda halolmi? Javobingiz uchun rahmat.",Va alaykum assalom!http://fiqh.uz/index.php/ibodat/halol-harom/gunohlar/688-e-tikor,1851,29.03.2017,http://fiqh.uz/index.php/ibodat/halol-harom/gunohlar/688-e-tikor
Moliya va tijorat,"Assalomu alaykum! Aziz ustozlar, do'stimdan dollar qarz olib shakar olib qo'ymoqchiman qimmat bo'lsa sotmoqchiman. Shu qiladigan foyda halolmi? Javobingiz uchun rahmat.",Va alaykum assalom!http://fiqh.uz/index.php/ibodat/halol-harom/gunohlar/688-e-tikor,3170,29.03.2017,http://fiqh.uz/index.php/ibodat/halol-harom/gunohlar/688-e-tikor
Halol va harom,"Assalomu alaykum! Men savdogarman va savdoimga harom aralashishidan juda qo'rqaman. Shuning uchun ustozlar iltimos aytsangiz, savdogarlik shariy fiqhini «0»dan boshlab ipidan ignasigacha qaysi Islomiy saytlardan va qaysi kitoblardan to'liq o'rganish mumkin? Javob men uchun juda muhim iltimos to'liq malumot bersangiz. Alloh sizlardan rozi bo'lsin.","Va alaykum assalom!Ustozimiz Shayx Muhammad Sodiq Muhammad Yusuf rahimahullohning qalamlariga mansub “Kifoya”, “Bozor” va http://fiqh.uz/index.php/ibodat/moliya/savdo lardan foydalanib, tushunmagan narsalaringizni shu erdan so'rab bilishingiz mumkin. Vallohu alam!",3189,31.03.2017,http://fiqh.uz/index.php/ibodat/moliya/savdo
Moliya va tijorat,Assalomu alaykum! Men tikuv цexida ishlayman. Bazida elkasi ochiq yoki tizzadan turadigan ko'ylaklar tikamiz. Buning shariy hukmi qanday? Harom ish qilgan bo'lib qolmaymanmi?,Va alaykum assalom!http://savollar.islom.uz/smf/index.php?topic=17454.0,2034,29.03.2017,http://savollar.islom.uz/smf/index.php?topic=17454.0
Oila va turmush,Assalomu alaykum! Ikki o'g'lim va bir qizim bor. Og'illarim 6 va 2.5 yosh. Qizimiz hali chaqaloq. Ular hali kichkina bo'lsa ham bilishimiz zarur deb o'ylayman. Hozirda uchalalari ham man bilan yotishadi. Savolim qachondan boshlab o'g'illarning yotog'ini aloxida qilishim joiz bo'ladi? Oldindan rahmat.,Va alaykum assalom!Bolalar etti yoshga etganda namoz o'qish buyuriladi. On yoshdan boshlab bolalarni alohida-alohida yotqizishni ham yo'lga qo'ymoq darkor. Vallohu alam!http://islom.uz/view/farzandlarga-yahshilik-kilish-2,4456,31.03.2017,http://islom.uz/view/farzandlarga-yahshilik-kilish-2
Turli savollar,Assalomu alaykum!savolim shuki masalan men farzandi ek odamga bola bera olamanmi ?,Va alaykum assalom!http://fiqh.uz/index.php/oilam-turmush/farzand/663-bola-asrab-olish,2908,29.03.2017,http://fiqh.uz/index.php/oilam-turmush/farzand/663-bola-asrab-olish
Dolzarb savollar,"Assalomu alaykum! Man majburlov bilan folbinga bordim. Avval yoshligimda ko'p borib, ishonganman. Lekin saytingizga kirib naqadar og'ir gunohligini bilganimdan so'ng tavba qildim. Og'ir vaziyatlarga tushganimda ham qaytib qadamimni bosmadim. Lekin mana 3 yildirki dadam boshi aylanib, xech dardlariga davo topolmaydilar. Oxiri onam qo'ng'iroq qilib bir folbinga borishimni iltimos qildi. Yo'q deb qatiy turib oldim. Yaqinda uyga kelib ota onam qo'yishmadi. Folbin ruscha gapirarkan, onam yaxshi tushunmaydilar. Erkaklarni esa qabul qilmas ekan. Dadam dardlari kuchayganidan bor deb qo'ymadilar. Onam gunohi dadanga dedi. Gunohi kimgaligini Alloh biladi, bormayman dedim. Erimga aytdim bormaydi deb ayting deb, aytolmadilar. Xullas bordim. Folbin esa jodu qilingan dedi. Keyin dadang umri uzoq emas, tezroq ketadi dedi. Ishonmayman, Alloh biladi kimga qancha umr berilganini. Endi bilib turib ota onamni yuzidan o'tolmasdan qilgan bu gunohimni qanday yuvay?","Va alaykum assalom!Bunday ishlarda ota-onaga itoat qilinmaydi.  :       :      .    . ( )Hasandan rivoyat qilinadi:“Rasululloh sollallohu alayhi vasallam: “Xoliqning masiyatida maxluqqa itoat yo'q» – dedilar”. Ibn Abu Shayba rivoyat qilgan. (Muttafaqun alayh)Yani, bandani rozi qilaman deb, Alloh taoloni norozi qiladigan narsani qilib bo'lmaydi. Siz qattiq tavba va nadomat qiling. Boshqa bunday qilmang. Vallohu alam! Quyida linkda tavbaning shartlari zikr qilingan.http://savollar.islom.uz/savol/39309",2650,28.03.2017,http://savollar.islom.uz/savol/39309
Hadislar,"Assalomu alaykum! Hurmatli ustozlar, qilayotgan ishlaringizga Alloh subhanahu va taolo ajrini ko'paytirib bersin. “1001 hadis sayti”da “namoz o'qimidigan insonni qilgan yaxshi amallariga savob berilmaydi» deb o'qidim. Shundaymi?","Va alaykum assalom!Namoz va boshqa amallar alohida hukmga ega. Namoz o'qimagan odam yaxshi amal qilsa, savobga erishadi deb umid qilinaveradi. Lekin go'zal amal qilgan odam namozni o'qishi kerak. Vallohu alam!http://savollar.islom.uz/savol/86390",2172,28.03.2017,http://savollar.islom.uz/savol/86390
Dolzarb savollar,"Assalomu alaykum! Non sotib olayotganda tanlab olish mumkinmi(yumshokmi? issikmi)?2. Masjidning exson qutisiga tushidan qo'rqqani uchun sadaqani tashlasa bo'ladimi?3. Islomda dunyoviy masalalarda kimgadur yokida nimagadur muxlislik qilishlik to'g'rimi?4. Mo'min inson oldiga maqsad qo'yganda, uni yozib qayd qilib qo'yish harakatni jadallashtiradi deb eshitgandim. Qo'shimchasiga, uni kerakli rasmlar bilan qayd etish mumkinmi? Yani kollaj qilish?","Va alaykum assalom!1). http://savollar.islom.uz/smf/index.php?topic=31082.02). Bo'ladi3). Halol doirasidagi ishga, haddan oshmasdan va isrofdan saqlangan holda bo'lsa joiz.4). To'g'ri qayd qilib yurgan yaxshi. Vallohu alam!",1694,28.03.2017,http://savollar.islom.uz/smf/index.php?topic=31082.02).
Talim va mutaallim,"Assalomu alaykum! Aziz uztozlar, Alloh bilimilarni bundanda ziyoda qilsin. Man yaqinda ibodatga kirganman, Allohga shukurki Allohni tanidim. Lekin diniy bilimim juda kam, bilimsizman. Shu sababli menga bir yo'l ko'rsatinglar, ustozlar ilm olishim uchun qaysi kitobdan boshlashim kerak? Undan keyingi kitoblar ketma ketligini aytsangiz.",Va alaykum assalom!http://islom.uz/view/ilmni-tartib-bilan-olish-kerak,3264,26.03.2017,http://islom.uz/view/ilmni-tartib-bilan-olish-kerak
Tabobat,Assalomu alaykum! Hozirgi kunda o'g'il bolalarni xatna qildirishni lazer usulida bajarishmoqda. Bu amal joizmi?,Va alaykum assalom!Xatna qilishdan maqsad o'sha azodan malum bir etni kesishdir. Uni qaysi yo'l bilan kesilsa ham sunnat ado bo'laveradi. Qaysi bir usul foydali yoki zararli ekanligi tajriba ahli va mutaxassislar tarafidan aniqlanadi. Vallohu alam!http://savollar.islom.uz/savol/40447http://savollar.islom.uz/savol/94292,4688,26.03.2017,http://savollar.islom.uz/savol/40447http://savollar.islom.uz/savol/94292
Oila va turmush,"Assalomu alaykum! Agar erkak kishi ,nikoxiga olgan ayoliga talosan demay ,javobing uzin bilan desa bir marta,ularning nikoxi buzulgan deb xisoblanadimi?",Va alaykum assalom!Izlash xizmatidan foydaoansangiz maqsadga muvofiq bo'lar edi.http://savollar.islom.uz/savol/2178http://savollar.islom.uz/smf/index.php?topic=26393.0http://savollar.islom.uz/savol/13387http://savollar.islom.uz/savol/107039,1849,26.03.2017,http://savollar.islom.uz/savol/2178http://savollar.islom.uz/smf/index.php?topic=26393.0http://savollar.islom.uz/savol/13387http://savollar.islom.uz/savol/107039
Ibodatlar,Assalomu alaykum! Kar va soqov odamdan namoz soqit bӯladimi? Raxmat,Va alaykum assalom!Soqit bo'lmaydi. Vallohu alam!http://savollar.islom.uz/savol/33899,1714,26.03.2017,http://savollar.islom.uz/savol/33899
Oila va turmush,Assalomu alaykum! Akam otam uchun aqiqa qilsa bo'ladimi yoki o'zlari qilishlari kerakmi?,Va alaykum assalom!Aqiqa qo'yini farzandlar olib otasining aqiqasi uchun so'ysa bo'laveradi. Vallohu alam!http://savollar.islom.uz/smf/index.php?topic=13793.0,2306,26.03.2017,http://savollar.islom.uz/smf/index.php?topic=13793.0
Halol va harom,"Assalomu alaykum! Sizga ham bizga ham Allohni roziligi bo'lsin. Agar kishi harom pul ishlatib(pora) kasb topgan bo'lsa, shu kasbida keyinchalik topgan rizqi halol bo'ladimi? Javob uchun oldindan rahmat.","Va alaykum assalom!Bu borada qaysi yo'l bilan topganigsha qaraladi. Siz batafsil yozsangiz, unga qarab javob beriladi. Vallohu alam!http://savollar.islom.uz/savol/32869http://savollar.islom.uz/smf/index.php?topic=21145.0",1946,26.03.2017,http://savollar.islom.uz/savol/32869http://savollar.islom.uz/smf/index.php?topic=21145.0
Mediya,Assalomu alaykum! Shayx Hazratlari(rahimahuloh)ning kitoblarini elektron tarzda xarid qilsa bo'ladimi? Agar bo'lsa sayt manzilini bersangizlar.,Va alaykum assalom!https://e-hilolnashr.uz/catalog,5444,27.03.2017,https://e-hilolnashr.uz/catalog
Mediya,Assalomu alaykum! Shayx Hazratlari(rahimahuloh)ning kitoblarini elektron tarzda xarid qilsa bo'ladimi? Agar bo'lsa sayt manzilini bersangizlar.,Va alaykum assalom!https://e-hilolnashr.uz/catalog,2285,27.03.2017,https://e-hilolnashr.uz/catalog
Dolzarb savollar,"Assalomu alaykum! Hurmatli ustozlar, Alloh taolo bu qilayotgan ishlaringizni mukofotlasin. Hozirda men ham «Eshel mest» javrobidan foydalanmoqdaman. Haqiqatdan ham namozxon inson uchun juda qulay ekan. Bu borada menda bir savol paydo bo'ldi. Fiqh.uz saytidagi paypoq haqida aytilgan malumotlarni o'qidim. Savolim quyidagicha: mash tortishga loyiq bo'lgan oyoq kiyimning shartlaridan biri «o'zini qo'yganda tik holda turishi kerak ekan», ammo bu qanday qo'yilganda turishi kerak? Oddiy tashlab qo'yilsami yoki boshqa holatdami?",Va alaykum assalom!http://savollar.islom.uz/savol/84675,1803,24.03.2017,http://savollar.islom.uz/savol/84675
Moliya va tijorat,Assalomu alaykum! Bir tanishim maishiy texnika buyumlari bilan savdo qiladi. Ularning buyum olishi AQSh dollari hisobida. Tanishim buyumlarini malum kelishilgan narxga bo'lib-bo'lib berish vadasi bilan narsalarini sotadi. U buyumlarini olgan vaqtda dollar kursi past edi. Hozir esa ko'tarilgan. Tanishim kelishilgan narxdagi summaga hozirgi kundagi dollar kursini narxini ham qo'shib xaridorga aytmoqchi. Shu ishning hukmi qanday bo'ladi?,"Va alaykum assalom!Boshda shartnoma qilish vaqtida bo'lsa, zarari yo'q. Ammo shartnoma qilib, sotib bo'lingan buyumni narxini ustiga yana qo'shishi joiz emas. Vallohu alam!http://www.fiqh.uz/index.php/fiqh-uz/dolzarb-mavzu/237-pulning-adrsizlanishi-bilan-bo-li-masalalar-echimi",2367,26.03.2017,http://www.fiqh.uz/index.php/fiqh-uz/dolzarb-mavzu/237-pulning-adrsizlanishi-bilan-bo-li-masalalar-echimi
Halol va harom,"Assalomu alaykum! Hurmatli ustozlar, qilaetgan xayirlik ishlarizdan Alloh rozi bo'lsin! Kelin tarafdan beriladigan nikoh uzukni olish joizmi? Oq tilladan bo'lgan uzukni erkak kishi taqsa bo'ladimi? Javobingiz uchun oldindan rahmat!",Va alaykum assalom!Tillodan bo'lsa joiz emas. Vallohu alam!http://old.islom.uz/content/view/3165/100/,2405,24.03.2017,http://old.islom.uz/content/view/3165/100/
